"","seqnames","start","end","width","strand","no.cpgs","min_smoothed_fdr","Stouffer","HMFDR","Fisher","maxdiff","meandiff","overlapping.genes"
"4161","chr15",89921898,89922345,448,"*",3,1.91846032476763e-19,1.00175636793369e-09,5.76765382584667e-07,1.34437198610101e-10,0.329365789928354,0.208147998744675,"LINC00925"
"4162","chr10",27792608,27793165,558,"*",7,3.75272161314648e-16,8.22723480901861e-11,0.000454685700399288,1.34464136833279e-10,-0.0384176203742458,-0.00318699665839695,NA
"4163","chr9",6413544,6414194,651,"*",4,1.33170476348698e-17,3.0717423996072e-11,5.23982695550445e-05,1.34767538311534e-10,0.0114630691569106,0.00728634023288881,"UHRF2"
"4164","chr6",146135752,146136106,355,"*",5,8.79834480282718e-19,1.49526441775256e-10,4.83554410190865e-05,1.36186258035665e-10,0.0120681104199181,0.00526142838371903,"RP11-545I5.3, FBXO30"
"4165","chr7",44645941,44646271,331,"*",7,8.68676797134474e-18,6.62908254604261e-10,0.000248132648207099,1.38768926556542e-10,0.0135301303134078,0.00661967064329052,"OGDH"
"4166","chr7",151092979,151093041,63,"*",3,1.40195521884963e-15,2.05347171356885e-11,5.05838220579913e-05,1.38779636691306e-10,-0.206199365983084,-0.179399842306601,"WDR86"
"4167","chr7",149535246,149535494,249,"*",7,3.52885348654272e-16,9.52445272314899e-08,5.33864992221225e-05,1.39165595958133e-10,0.0214454581482761,0.00543931464452703,"ZNF862"
"4168","chr10",18948122,18948399,278,"*",5,3.81053762065105e-16,8.93043237345313e-12,0.000352864564491516,1.39207048703684e-10,0.00833359487906312,0.00644456090492385,"ARL5B, ARL5B-AS1"
"4169","chr14",61788314,61788345,32,"*",4,1.88283425654104e-15,2.48128804259046e-11,7.93472182300474e-05,1.39620996905009e-10,0.00811225349441145,0.0059162394171535,"PRKCH, RP11-902B17.1"
"4170","chr6",31590563,31590674,112,"*",6,1.3691763388403e-18,5.44556138926007e-12,0.00132984611750867,1.39924586015225e-10,0.235878493705581,0.169404224830708,"PRRC2A"
"4171","chr2",26467494,26468218,725,"*",12,1.16367976841676e-17,1.36897932408673e-10,0.000898509820946899,1.40052789341201e-10,0.0194299903953492,0.00856084226851712,"HADHB, HADHA"
"4172","chr17",5185283,5185735,453,"*",4,1.90920524536127e-18,2.11553401558088e-10,3.89630174098497e-07,1.42065086953173e-10,0.0207095947391942,0.0114528400556738,"RABEP1"
"4173","chr13",110958977,110959104,128,"*",2,6.44947505605657e-21,6.08436933633445e-11,3.31052109143238e-07,1.42280586049861e-10,0.251146514492052,0.251040999198515,"COL4A2, COL4A1"
"4174","chr2",80549579,80549797,219,"*",3,3.30393450609224e-16,2.71459546775811e-11,2.74110292269175e-05,1.42389893029645e-10,0.258603095182544,0.23612636245561,"CTNNA2"
"4175","chr5",554886,555251,366,"*",2,2.86906972899038e-18,6.59944143383029e-11,2.42496640690796e-07,1.43196189553549e-10,-0.314991907602567,-0.252516007262288,NA
"4176","chr12",56615532,56615825,294,"*",9,2.80537643805383e-16,9.31964825199567e-12,0.000352860749452779,1.44144284490163e-10,0.0155717514568422,0.00655490506357274,"NABP2, RNF41"
"4177","chr22",19929066,19929467,402,"*",8,1.84364580440088e-17,2.2773110667683e-08,0.000125123824359155,1.44570072571428e-10,0.0117553749479738,0.00672629123913524,"COMT, TXNRD2"
"4178","chr11",58345608,58345717,110,"*",5,8.55596287064221e-19,2.55535127264662e-11,7.62420588605994e-05,1.44991783680919e-10,0.0413694720649527,0.022963399765235,"LPXN"
"4179","chr15",69706375,69707291,917,"*",12,5.61033411320794e-20,2.66044079305234e-07,7.76580741284098e-05,1.46217438076988e-10,0.00756869102440428,0.00250823788547475,"KIF23, RP11-253M7.1"
"4180","chr7",43288635,43288889,255,"*",4,9.4208587690631e-16,1.9416231938725e-11,0.000121206678669614,1.46848966959288e-10,-0.252287099716972,-0.206488062207851,"HECW1, AC004692.4"
"4181","chr15",41624774,41625261,488,"*",13,4.03362963197729e-16,7.41653112450504e-12,0.00470154492745138,1.47294580356957e-10,0.0175865493044958,0.00591694032123565,"NUSAP1, OIP5"
"4182","chr14",57735262,57735852,591,"*",10,6.98333375682667e-17,2.01177732856782e-07,0.000642287343863162,1.48334289167564e-10,0.015215969299422,0.00663155499797231,"AP5M1, EXOC5"
"4183","chr7",127032075,127032512,438,"*",4,4.36480288494649e-19,3.83643125656601e-11,4.65872393469238e-05,1.48801597209128e-10,0.0159111093981015,0.0107014786241347,"ZNF800"
"4184","chr4",8442503,8443022,520,"*",9,6.56256825673402e-17,4.37348837731678e-07,6.07758465749401e-05,1.49820729451865e-10,0.00611736845638828,0.00328942168985605,"TRMT44"
"4185","chr1",46049306,46050239,934,"*",7,2.17607475962224e-22,7.83796438112587e-08,1.50850970587602e-05,1.49952587972042e-10,0.0127753514073344,0.00553824138647216,"NASP"
"4186","chr2",70369583,70369816,234,"*",3,1.31190052700574e-16,3.54776824003554e-11,1.48392630686752e-05,1.50400685064572e-10,0.00787002681314766,0.00648106245402433,NA
"4187","chr17",80372493,80372775,283,"*",4,4.05488827504782e-18,1.65651436499444e-07,4.93379245841544e-07,1.50834976379166e-10,-0.264106771008683,-0.148321618433362,"OGFOD3"
"4188","chr15",42565284,42565903,620,"*",10,2.53458604906347e-19,9.88063641693803e-10,0.00158450006995814,1.53122251189528e-10,-0.0197215882489897,0.00395271031768455,"GANC, TMEM87A"
"4189","chr3",50310641,50311213,573,"*",6,5.24840527087193e-17,9.68641558944914e-10,5.57546078216873e-06,1.53578572126579e-10,-0.288209638194427,-0.0875102088023203,"SEMA3B"
"4190","chr3",41240643,41240987,345,"*",5,2.69598433603488e-20,1.58866139426607e-07,5.68540443293128e-08,1.5424266844817e-10,0.039711765765292,0.0120435236709728,"CTNNB1"
"4191","chr12",120741565,120741653,89,"*",3,1.74299842630338e-15,5.02199745543352e-09,1.45484128026241e-06,1.54413294054374e-10,0.119666866800836,0.0732609545394714,"SIRT4"
"4192","chr16",619759,620007,249,"*",7,7.40911485932732e-16,2.72408830802462e-11,0.000474465018784407,1.54629026300567e-10,0.01184867621098,0.00713551071967212,"PIGQ"
"4193","chr1",1509833,1510437,605,"*",6,5.80280572218623e-17,2.48270130733909e-11,0.000129946336538285,1.58970954200818e-10,0.0165032058056749,0.00811754563287707,"AL645728.1, SSU72"
"4194","chr17",4166847,4167489,643,"*",8,9.28943047870222e-19,8.31794815434317e-06,4.82206790874481e-07,1.5967373475608e-10,0.0230466169029468,0.00601854417539836,"ANKFY1"
"4195","chr9",140446240,140446656,417,"*",3,7.18935136230845e-19,2.41858260649246e-10,9.40572203803663e-08,1.59827277511002e-10,0.0150797485776601,0.00810204705812134,"MRPL41"
"4196","chr20",37590555,37591298,744,"*",9,1.96814957813575e-17,2.41888653239177e-08,3.98763337796353e-05,1.60136571373692e-10,0.0153061897210759,0.00429137564720622,"DHX35, RP4-616B8.4"
"4197","chr5",73936053,73936437,385,"*",3,2.25230823243338e-19,2.65732485839999e-11,3.07658387072676e-05,1.65875943658381e-10,0.00895995892954809,0.00728233036265173,"HEXB, ENC1"
"4198","chr16",54318772,54319242,471,"*",4,1.14161239463451e-18,1.18643929842039e-11,0.0003854524944964,1.66346770210536e-10,0.200221250913829,0.161920810326486,"IRX3"
"4199","chr15",63569245,63569834,590,"*",10,6.92756775560036e-17,1.48483932839601e-10,2.02031276475812e-05,1.66348200831946e-10,0.0200907615994812,0.00722278892289908,"APH1B"
"4200","chr16",57318603,57318744,142,"*",7,1.51686664648843e-15,9.54709633733790e-12,0.00042739645870472,1.66697372420527e-10,0.00671167432152316,0.00404197475367247,NA
"4201","chr4",151178020,151178205,186,"*",3,1.04290837495681e-16,9.92629428182833e-11,7.35096129389496e-06,1.66801027247461e-10,-0.284398635109357,-0.210002654682007,"DCLK2"
"4202","chr6",159070959,159071106,148,"*",4,7.45901782309721e-16,1.32284214373667e-11,0.000270501556263887,1.66957108448017e-10,-0.304371585790659,-0.245950523696512,"SYTL3"
"4203","chr10",92616759,92617162,404,"*",3,8.19278441229238e-18,1.109698728491e-10,4.15863190192059e-07,1.67327515808159e-10,0.245273490339544,0.193932797486385,"HTR7"
"4204","chr11",86383182,86383761,580,"*",15,2.09408639360953e-16,7.85529409963568e-12,0.00298844477469513,1.6742819792302e-10,0.0672126240187927,0.0201374719628863,"ME3"
"4205","chr14",77737146,77737661,516,"*",4,1.6682305955971e-17,6.58551398363781e-11,9.67278404292368e-06,1.68547846616183e-10,0.297124164253421,0.192668347853249,"NGB"
"4206","chr3",187871479,187871836,358,"*",7,1.31694504100407e-17,1.16434576602854e-09,0.000138541674645438,1.69768411767249e-10,-0.0115160275489329,0.00172014789500441,"LPP, LPP-AS2"
"4207","chr15",45003329,45003832,504,"*",10,1.71563915773667e-15,7.06728819588527e-10,2.35772718838045e-05,1.71125517376588e-10,-0.012873928813094,0.00348585157878784,"B2M, PATL2"
"4208","chr17",26662236,26662584,349,"*",7,8.60012108786531e-16,5.5437496998149e-10,6.34399728031269e-05,1.71357309078686e-10,0.0123176996249795,0.00527242933992623,"IFT20"
"4209","chr20",19997881,19998558,678,"*",11,6.28509605993522e-19,6.65610248323256e-08,0.000229128548944654,1.71516200355378e-10,0.00939237629295837,0.0053498039600697,"NAA20"
"4210","chr1",146644097,146644500,404,"*",8,5.91586670418603e-17,1.83732506536275e-08,0.000211916567912826,1.72130395625228e-10,0.0162336219844199,0.00780369681409303,"RP11-337C18.8, PRKAB2"
"4211","chr1",110693612,110693985,374,"*",3,6.4107035317776e-17,4.34955706103607e-11,1.91380468751552e-05,1.73011769846181e-10,0.188194184160532,0.173804898142496,"SLC6A17"
"4212","chr6",34360501,34360745,245,"*",4,9.71814908095606e-16,1.40669831242923e-10,1.28147846103368e-06,1.73131313176209e-10,0.00529135033336515,0.00398096953994605,"RPS10-NUDT3"
"4213","chr7",91875046,91875362,317,"*",5,2.94382120623406e-16,8.1034992804363e-11,0.000221954210160727,1.73356860376648e-10,0.012966358554017,0.00521319059891749,"KRIT1"
"4214","chr3",195808879,195809355,477,"*",7,1.08795640346744e-17,3.11823384773628e-11,0.000183619307116205,1.73931637580124e-10,0.0194642711569267,0.00846318635838126,"TFRC"
"4215","chr13",111364634,111365058,425,"*",7,5.07366711925799e-16,7.70177449924864e-11,0.000540226522650369,1.74324912190579e-10,0.0101655656860728,0.00586863905555852,"CARS2"
"4216","chr13",20716432,20716728,297,"*",3,4.76725358631586e-17,9.60650769161863e-11,2.41594904035526e-06,1.7450153910339e-10,0.333925470281991,0.210307564093487,"GJA3"
"4217","chr19",37803573,37803848,276,"*",3,5.92844612565688e-16,4.18131737883017e-09,1.26470782310238e-07,1.76778518415051e-10,0.207240183968274,0.116662631809159,"HKR1"
"4218","chr12",46120609,46121221,613,"*",5,4.16243236040627e-16,8.60505032642866e-11,0.000106865099606524,1.77605115576735e-10,0.0237650771186439,0.0122067399788881,"LINC00938"
"4219","chr20",49347891,49348184,294,"*",6,4.09403392270034e-17,7.09417597030485e-11,3.28741641028874e-05,1.77866557459155e-10,0.0157504342535777,0.00567995552275842,"PARD6B"
"4220","chr3",119379414,119379792,379,"*",4,5.49407415426751e-16,2.11386438495681e-11,0.000143819054813346,1.78267295261418e-10,0.213698034980183,-0.0170334608072822,"POPDC2, COX17"
"4221","chr4",17513528,17513980,453,"*",6,6.62991035668235e-16,1.91445864463164e-07,8.37659886279972e-05,1.78930811190459e-10,0.0245264526516945,0.0101928210748919,"QDPR"
"4222","chr3",52444617,52444833,217,"*",6,3.3187677813407e-18,5.71420398817364e-12,0.00139786822164569,1.79050821513725e-10,0.0123073390970503,0.00605292711289033,"PHF7"
"4223","chr5",172386259,172386668,410,"*",10,3.27345576849238e-19,9.31536404987311e-11,0.00125345816169758,1.79262512922525e-10,0.0158891867433045,0.00502824395705119,"RPL26L1, CTC-308K20.1"
"4224","chr15",61521674,61521987,314,"*",6,8.14955472016219e-16,1.00943103022484e-11,0.000698156567757964,1.79426240496304e-10,0.156058042905037,0.116018076446449,NA
"4225","chr2",131850875,131851392,518,"*",6,2.51669371085628e-16,4.90407631198748e-10,0.000198574046386809,1.79705511495596e-10,0.0249444389998132,0.0128022749810429,"FAM168B"
"4226","chr17",49021875,49022021,147,"*",2,2.74780589922213e-16,8.26595610501976e-11,2.83456237532222e-07,1.79725825210654e-10,0.0554970142354283,0.0320389884580284,"RP11-700H6.2, RP11-700H6.1"
"4227","chr1",38259096,38259884,789,"*",8,5.94796933606644e-17,1.81211320485296e-10,0.000369599259420612,1.80183575440227e-10,0.0207159505258943,0.00823680956316447,"MANEAL"
"4228","chr7",87849017,87849561,545,"*",10,2.29168585694328e-17,8.86294047792072e-10,0.00144683346983922,1.82894824054394e-10,0.0122416229058311,0.00517835948879033,"AC003991.3, SRI"
"4229","chr16",68269694,68270387,694,"*",7,1.56661307909525e-17,9.74591331911273e-12,0.00169208041200879,1.83703466649274e-10,0.122355145387417,0.0522123713142004,"ESRP2"
"4230","chr2",24583121,24583610,490,"*",6,1.76793988252142e-18,1.7260973814449e-11,0.000255697911073006,1.86898770147929e-10,0.00964126239834312,0.00655138250769562,"ITSN2"
"4231","chr10",114206433,114207169,737,"*",8,2.74586355530756e-17,1.22341292099007e-09,0.00133269911367686,1.88678554726122e-10,0.016947107493647,0.00689664437648711,"VTI1A, ZDHHC6"
"4232","chr1",22778394,22778849,456,"*",7,2.09992906087e-16,1.91928947832288e-09,1.85970487286267e-06,1.91308881925817e-10,0.0173882517016853,0.00632319654677249,"ZBTB40"
"4233","chr12",56862146,56862504,359,"*",8,5.43776702351036e-16,1.06022447204534e-10,0.000122375158369339,1.93750699914483e-10,-0.0101176747282068,0.00327148775667136,"SPRYD4, MIP"
"4234","chr6",56954773,56954917,145,"*",5,1.04725257205084e-15,9.68821672673085e-11,9.87103040281982e-05,1.96145760694057e-10,0.00901773515904502,0.00618479081587841,"ZNF451"
"4235","chr6",138893614,138893718,105,"*",6,1.2117247045024e-15,1.60105078212941e-11,0.000570418375176954,1.9769500754692e-10,0.0975722617515149,0.0401035469605653,"NHSL1"
"4236","chr2",48133053,48133748,696,"*",3,1.02029073912629e-20,1.6979291192288e-10,2.96904623381437e-06,1.98506167175037e-10,0.0288988532142152,0.0131607066567905,"AC079807.2"
"4237","chr10",70091743,70092688,946,"*",6,1.02070539626342e-19,5.02291948595545e-09,9.1901313961868e-06,2.0118824378585e-10,0.0105508398545613,0.00669772465676944,"HNRNPH3, PBLD"
"4238","chr3",196230308,196230837,530,"*",6,1.61986376686384e-17,3.24312966003121e-11,9.72824353419213e-05,2.0145750272922e-10,0.0198312967200946,0.00938663966482148,"RNF168"
"4239","chr19",49939882,49940062,181,"*",3,2.48801340145265e-16,8.15106467149485e-11,1.25930781888124e-06,2.02210201227035e-10,0.264347904210884,0.194578479368399,"SLC17A7"
"4240","chr7",1282630,1283255,626,"*",3,1.85625940406498e-16,1.01531823698772e-10,8.69266250943732e-06,2.05428229919638e-10,0.315205168261921,0.275272815679574,NA
"4241","chr1",3229195,3229739,545,"*",3,4.73025970682562e-21,3.24457787737641e-11,5.0266271033925e-05,2.05470579471089e-10,-0.352529332468212,-0.229364209533282,"PRDM16"
"4242","chr4",142053623,142054254,632,"*",4,4.58317584866064e-21,1.12172844246384e-10,1.44218126743125e-06,2.06594241398408e-10,0.353109026113269,0.191501282169159,"RNF150"
"4243","chr16",227203,227233,31,"*",2,8.58687167158728e-17,8.96606139886144e-11,3.98992852773519e-07,2.06951550961127e-10,0.31146344562843,0.250792155344063,"HBA1"
"4244","chr6",126277710,126278153,444,"*",5,2.31497380849127e-17,4.29429173050806e-10,0.000216749487595204,2.09420320233452e-10,0.0684772556802184,0.0247393334185706,"HINT3"
"4245","chr15",45671001,45671246,246,"*",8,5.25254624807061e-16,8.07865887720741e-12,0.000667293102296632,2.10036042144743e-10,0.140867842992581,0.0617337247888953,"GATM"
"4246","chr12",121890163,121890503,341,"*",4,2.27934928243207e-16,1.61410014030588e-11,0.000339512037235841,2.12487358961306e-10,-0.226128091734491,-0.190282626927616,"KDM2B"
"4247","chr11",69460638,69461008,371,"*",3,9.88538669666593e-18,1.18004491575901e-10,6.26073939832076e-07,2.1716995900369e-10,0.370089347230171,0.210628576781707,"CCND1"
"4248","chr9",133588088,133588623,536,"*",6,8.55217284342102e-17,1.98756198853936e-10,0.000188218434917443,2.19625572643045e-10,0.00941062145001081,0.00554026717502315,NA
"4249","chr4",108745771,108746407,637,"*",5,3.71541205530181e-18,6.21321513983612e-11,3.45335547301157e-05,2.19721641849213e-10,0.0273698426481109,0.0136005062087266,"SGMS2"
"4250","chr6",168107203,168107313,111,"*",2,3.22438260162053e-17,1.72718347382126e-10,6.32672758366653e-08,2.2028161878167e-10,-0.310146113509445,-0.251604982871256,NA
"4251","chr2",237081650,237082073,424,"*",3,7.42462911864822e-19,8.25975145953471e-11,4.07239215280282e-06,2.22862440648439e-10,0.230261739608837,0.197917789222996,"AC079135.1"
"4252","chr11",65546988,65547172,185,"*",4,8.59841689377652e-18,1.78694672644649e-11,0.00034286247228941,2.23186789272889e-10,0.271205921765067,0.194487041762438,"AP5B1, AP001266.1"
"4253","chr10",101290029,101290699,671,"*",4,3.10289441253818e-18,3.91896099968005e-11,8.95753337054547e-05,2.23595411654055e-10,0.301790113079126,0.182710055922524,"RP11-129J12.2"
"4254","chr7",108166441,108166784,344,"*",7,3.44590803590715e-16,4.04528854461045e-10,1.07761168439654e-05,2.24475322129797e-10,0.015357193798594,0.00657707165333721,"PNPLA8"
"4255","chr19",38747174,38747378,205,"*",6,6.72940754512139e-16,3.07141069063769e-11,0.000353937174665071,2.2629041687869e-10,0.27586642372616,0.197464415757194,"SPINT2, PPP1R14A"
"4256","chr6",30135449,30135671,223,"*",4,4.65406545239534e-17,4.42648128157096e-10,5.19151118066076e-06,2.30401687908234e-10,0.197181339234301,0.128723462109809,"TRIM15"
"4257","chr4",699950,700219,270,"*",2,1.04109219942708e-18,7.57544739986008e-11,2.67363046806004e-06,2.31972468831367e-10,0.108944940703854,0.0941517398361475,"PCGF3"
"4258","chr1",145470249,145470946,698,"*",8,4.33649253982492e-16,1.51615377846482e-08,0.0001181463561415,2.32801570098421e-10,-0.0337652439732396,0.00103438519216511,"ANKRD34A, POLR3GL"
"4259","chr1",95538182,95538652,471,"*",9,2.66109565724219e-17,6.08139790770601e-12,0.00530916714724122,2.41043628591391e-10,0.0160017415289888,0.00824150010795723,"ALG14"
"4260","chr16",54973385,54973966,582,"*",4,1.61295174746456e-18,6.65824663201412e-11,4.59576853454252e-05,2.44856169726682e-10,0.178065296216851,0.147174650526287,"CTD-3032H12.2"
"4261","chr10",13628739,13629255,517,"*",7,1.44064961173443e-16,1.44187357168814e-10,0.000492361847804957,2.46320698100633e-10,0.0152965158396398,0.0101422744072395,"PRPF18"
"4262","chr3",12705503,12705805,303,"*",4,2.80012612184842e-16,1.35092638732184e-10,1.35599619933323e-06,2.48396114285101e-10,0.0138308349874832,0.00760799270405307,"RAF1"
"4263","chr8",80523191,80523461,271,"*",6,2.55244766776587e-16,3.93006731749554e-11,0.000621683633436192,2.56512680141643e-10,0.247837026627592,0.176580307278205,"STMN2"
"4264","chr4",118954386,118954465,80,"*",3,3.41733849724329e-16,9.07499678693171e-11,1.53438004498731e-05,2.57907047157297e-10,0.0451457481934132,0.0220091371201564,NA
"4265","chr1",113162291,113162646,356,"*",5,5.41670542502248e-19,2.06003923168741e-09,4.72001351495463e-06,2.58452032638795e-10,0.00771493699526309,0.00485617054486401,"CAPZA1, ST7L"
"4266","chr14",50359190,50359789,600,"*",7,4.27739160951631e-17,1.47711770270972e-07,0.000516122744343695,2.59880041367504e-10,0.0198609024325674,0.00728980244312463,NA
"4267","chr7",116164533,116164753,221,"*",6,3.26899860781431e-16,5.94923737342537e-09,9.29375198470733e-05,2.61576380849397e-10,-0.150760906401021,-0.0759120537683757,NA
"4268","chr2",241936844,241937034,191,"*",3,9.17463984574667e-17,1.36744802192188e-10,1.08433447173951e-05,2.63477748694577e-10,0.255919332787287,0.207747072668296,NA
"4269","chr4",38869118,38869436,319,"*",7,7.57590301582442e-16,1.52710110077839e-11,0.000745306052303004,2.64796114825863e-10,0.0178540709314895,0.00819974143421402,"FAM114A1"
"4270","chr2",220222978,220223283,306,"*",3,8.3510248825055e-17,6.27798690704603e-11,1.55236982386353e-05,2.65578357817628e-10,0.251651113408213,0.198810303791948,NA
"4271","chr6",52226698,52226764,67,"*",4,1.67635007070921e-15,5.79716427613767e-10,6.206760464014e-06,2.68562020272062e-10,-0.153310945967324,-0.0510106690368107,"PAQR8"
"4272","chr22",42095347,42095536,190,"*",5,9.62805161878689e-16,2.71754595107219e-11,0.000290488672876786,2.73253957744231e-10,0.214989143885752,0.151638409862003,"MEI1"
"4273","chr11",117198527,117198998,472,"*",4,2.0587491675751e-16,2.52985021074722e-10,6.06944976268444e-07,2.79635309297005e-10,0.0117219613897423,0.00597379598215727,"CEP164, AP000892.4"
"4274","chr15",66994432,66995141,710,"*",9,4.49301722087504e-17,1.83283426795808e-10,0.00020492726055808,2.86300126093471e-10,0.0172150078674699,0.00921706185291902,"SMAD6"
"4275","chr14",74226427,74227101,675,"*",8,3.82153463602787e-17,1.07431057903569e-08,0.000364399811081683,2.87475358536936e-10,0.00915242679633913,0.00525488273487677,"ELMSAN1"
"4276","chr1",21044685,21044945,261,"*",6,3.63306484971065e-16,3.32466199808474e-10,0.000121282237739382,2.87518265457064e-10,-0.198694177278887,-0.109680280302685,NA
"4277","chr2",240322401,240323091,691,"*",6,3.60339050989222e-18,3.08296202776383e-11,0.000415901159129518,2.91182876968719e-10,0.00804008032352302,0.00489811679811363,"HDAC4"
"4278","chr4",4873263,4873514,252,"*",3,2.06874607664329e-16,7.66036457937144e-11,6.37173099913479e-06,3.059876487416e-10,0.251515504280641,0.216775829035007,NA
"4279","chr8",80679932,80680126,195,"*",4,2.93232048674687e-17,2.45638523533015e-10,2.44890063493246e-05,3.10802859421719e-10,0.00677396886052021,0.00466310777890797,"HEY1"
"4280","chr9",140149483,140150000,518,"*",4,1.52231886310348e-19,1.70066881463758e-08,2.66273582565042e-07,3.16183199324117e-10,0.00602005866385853,0.00361863732700787,"NELFB"
"4281","chr11",67250046,67250445,400,"*",9,7.24215574279951e-16,1.76547378466068e-11,0.00208538092769358,3.22768034207573e-10,-0.187679517225327,-0.0286500752263227,NA
"4282","chr10",60094706,60094994,289,"*",5,7.58646693847861e-16,5.11745889289458e-10,2.32948487353293e-05,3.24946854555265e-10,0.0606699826776653,0.0148585399962817,"UBE2D1"
"4283","chr1",47069653,47070278,626,"*",7,3.25392495487962e-17,8.77729898569443e-10,6.43660696990407e-05,3.26489686088667e-10,0.0228822354712424,0.00593102497940664,"MKNK1"
"4284","chr5",600978,601208,231,"*",3,1.40829076706947e-16,8.60031537783235e-11,1.41894223060955e-05,3.28806373147625e-10,-0.261722045698242,-0.222702866674817,NA
"4285","chr18",21451563,21451607,45,"*",2,6.05450355362021e-16,1.083942426914e-10,3.23985708951525e-06,3.30045865720392e-10,-0.259700195096323,-0.246649978290148,"LAMA3"
"4286","chr1",111682281,111683051,771,"*",6,1.83156798338107e-20,4.5189729120181e-11,0.000478911749912387,3.30077189006591e-10,0.0286318958062819,0.0105992080204251,"CEPT1, DRAM2"
"4287","chr11",128559244,128559701,458,"*",3,2.1338802693997e-17,5.06323499514191e-11,6.2218454246479e-05,3.30715434778054e-10,0.234018221932758,0.18779183299967,"FLI1"
"4288","chr10",99205774,99206194,421,"*",9,2.88930764093422e-16,6.57617472723195e-10,9.15070366846518e-06,3.35179279804899e-10,-0.0186493700011206,0.00284140440018849,"ZDHHC16, EXOSC1"
"4289","chr16",15766942,15767006,65,"*",2,9.01118262865659e-17,1.10511481216651e-10,3.37377715175607e-06,3.37246764139053e-10,-0.378232993042493,-0.362800662239208,"NDE1"
"4290","chr16",3767168,3767753,586,"*",5,3.33412408887489e-17,2.51814480165524e-06,4.42378159895689e-06,3.37311332720333e-10,0.0101819241091582,0.00452846895938651,"TRAP1"
"4291","chr18",74534568,74534576,9,"*",2,4.68825210725137e-19,1.83523456634781e-09,3.55201590944112e-09,3.41929663079244e-10,0.0155218708293868,0.0120783233064377,"ZNF236"
"4292","chr2",10091661,10091897,237,"*",6,4.94174152880207e-16,7.96010725051205e-10,0.000385539768630745,3.42580449702047e-10,0.00896358508902912,0.00504385788545832,"GRHL1"
"4293","chr15",89905761,89905901,141,"*",2,1.95131931903471e-16,2.89703708621849e-10,7.55495666518753e-08,3.50076808647203e-10,0.295943470010598,0.230612162535485,"LINC00925"
"4294","chr1",39546511,39547078,568,"*",5,2.28598415407508e-16,4.93638905174597e-10,0.000351061421270109,3.57912276050058e-10,-0.252948988905451,-0.188896656271756,"MACF1"
"4295","chr20",21283787,21284349,563,"*",8,2.36047884707006e-16,3.04094643152078e-08,0.00094851746082095,3.6195989366204e-10,0.0252699326590057,0.00840490652934324,"XRN2"
"4296","chr16",89557266,89557752,487,"*",9,2.12518061552836e-16,2.34601192335031e-11,0.00125463100567524,3.67121510422015e-10,0.0163452776880838,0.00734841652881987,"SPG7"
"4297","chr16",88184998,88185021,24,"*",2,4.3881316154679e-16,1.24898827798933e-10,3.20366747589328e-06,3.76547283884836e-10,-0.290271576082508,-0.269984314153336,NA
"4298","chr15",71184590,71184982,393,"*",8,4.71447481258822e-17,1.13213328707102e-08,6.15392677457851e-05,3.83632483246132e-10,0.0189337440343698,0.0118618852402249,"LRRC49, THAP10"
"4299","chr17",79980823,79981266,444,"*",7,5.92211935722442e-16,8.4098813155622e-10,0.000428300303360732,3.8420358133197e-10,0.00520394674916147,0.00392926805955325,"LRRC45, STRA13"
"4300","chr18",9913434,9914090,657,"*",9,9.06147519537806e-20,1.06088222243628e-07,7.66185442155148e-07,3.97560429459548e-10,0.0123458000841242,0.0038601223573706,"VAPA"
"4301","chr2",101434082,101434611,530,"*",2,7.29491178260832e-17,1.41410348807903e-10,1.88623235502685e-06,3.99282424626528e-10,-0.290860386569489,-0.278545818680415,NA
"4302","chr7",112579509,112579998,490,"*",5,1.19951322076985e-17,1.70813104968437e-10,0.000140468881379499,4.06958951126855e-10,0.0203534150272707,0.00763846644873701,"C7orf60"
"4303","chr18",3247432,3247815,384,"*",7,7.56291639384184e-17,4.08065541901716e-09,1.90946086004135e-05,4.07477406572338e-10,0.0150323532860039,0.00675208988492343,"MYL12A"
"4304","chr1",51443542,51443992,451,"*",4,9.56526513897222e-18,1.60083569645709e-10,3.47986954672357e-05,4.09417756867974e-10,0.0195520528949614,0.0127379627081065,NA
"4305","chr16",811347,811744,398,"*",2,2.88764539848951e-16,1.40940643790074e-10,2.45290360824091e-06,4.10350833962352e-10,-0.248894256653711,-0.243421913815275,"MSLN"
"4306","chr16",432973,433641,669,"*",4,1.71589381687718e-19,4.06639789231953e-11,0.00023848956394106,4.17473297034725e-10,0.110177586536144,0.0699556068390454,"Z97634.3, TMEM8A"
"4307","chr2",217236040,217236650,611,"*",5,8.3084410452836e-19,3.12899796846523e-11,0.000252747778816614,4.18653981391292e-10,0.236874182444018,0.161158097498307,"MARCH4"
"4308","chr14",39644417,39644876,460,"*",6,4.97128172800127e-18,4.54230123116506e-08,1.25078155170376e-05,4.20808607030263e-10,-0.0053877035463005,0.00263190388680558,"PNN, RP11-407N17.4"
"4309","chr12",49075643,49076300,658,"*",9,6.51024024088892e-17,2.53743047581859e-08,0.000388307178612046,4.29292605482041e-10,0.00920796555740459,0.00467347388456707,"KANSL2"
"4310","chr1",200992385,200993069,685,"*",7,7.8066462537242e-18,5.25227846927514e-11,0.000575988428453054,4.31994911988357e-10,-0.0620066259831039,-0.00677050508484569,"KIF21B"
